Name,Position,Rating,PAC,SHO,PAS,DRI,DEF,PHY
Malen,ST,78,90,77,65,81,29,71
Berghuis,RW,81,80,80,83,82,36,64
Stengs,RW,78,76,68,76,82,33,58
Haps,LB,77,89,60,66,77,71,72
Martínez,CDM,78,69,58,72,75,78,79
Maldini,CAM,59,68,51,59,61,38,50
Svensson,RB,78,77,60,73,75,73,81
Mazraoui,RB,77,81,59,72,80,72,68
Idrissi,LW,77,84,76,70,81,35,69
Schulz,LB,80,87,51,74,75,73,75
Tadic,CF,83,66,80,84,84,41,73
Blind,CB,82,54,65,81,78,83,73
Midtsjø,CM,78,77,63,77,77,70,77
Senesi,CB,77,65,35,63,68,79,74
Dumfries,RB,79,79,60,66,71,76,89
Barkley,CM,78,70,74,78,80,57,73
Vargas,GK,78,77,74,69,81,44,76
Wijndal,LB,77,84,50,72,77,72,71
Nainggolan,CAM,83,71,80,80,83,83,81
Sabitzer,CM,83,80,83,80,80,65,78
Rodríguez,CAM,82,53,86,85,86,50,63
Estupiñán,LB,79,83,32,66,72,74,75
Arnold,CDM,79,66,80,78,77,73,73
Quagliarella,ST,80,64,85,75,80,30,63
Martial,ST,84,89,83,74,87,41,72
Almirón,CAM,78,89,71,75,80,50,63
Pépé,RM,82,89,78,75,83,33,66
Yedlin,RWB,76,92,51,64,75,70,68
Daniel Podence,LW,78,92,60,71,85,33,50
Leko,ST,67,89,61,55,70,24,58
Vela,RW,83,80,82,78,84,31,67
Fati,LW,76,88,71,68,79,29,53
Matuidi,CDM,83,75,66,75,78,82,79
Martínez,ST,81,89,80,61,79,25,75
Piatti,LM,78,83,72,75,79,47,54
Pavón,LW,79,91,76,75,78,49,74
Rafa,LM,83,94,73,74,87,50,52
Opara,CB,75,84,38,52,57,73,82
Gerso,LW,73,93,66,62,76,41,50
Trapp,GK,83,82,78,79,85,48,83
Talisca,CAM,82,80,82,81,82,54,75
Zakaria,CDM,83,83,64,75,78,81,85
Aránguiz,CDM,83,60,72,82,81,78,73
Goretzka,CM,84,78,78,80,82,77,82
Kramaric,ST,82,71,85,73,85,30,71
Lahm,RB,91,87,72,87,87,90,73
Lahm,CDM,89,82,70,88,85,90,70
Lahm,LB,87,88,70,82,86,85,70
Cantona,CF,93,89,93,90,93,53,92
Cantona,CF,88,87,88,87,90,50,90
Cantona,CF,90,85,90,89,91,54,90
Puskás,ST,92,89,95,90,91,47,77
Puskás,CF,89,90,93,85,90,42,73
Eto'o,ST,92,95,93,82,90,47,83
Marega,CB,64,38,35,53,53,61,79
Kondogbia,CM,79,69,74,75,77,79,88
Eto'o,ST,90,91,91,82,88,53,81
Eto'o,ST,87,94,89,78,86,43,80
Torres,ST,91,93,90,79,88,45,78
Torres,ST,88,91,87,73,86,43,75
Torres,ST,85,87,83,71,85,41,75
Xavi,CM,93,81,80,95,93,72,72
Xavi,CM,90,77,74,93,92,66,68
Xavi,CM,88,81,75,89,88,63,64
Schweinsteiger,CM,89,68,83,87,83,85,87
Schweinsteiger,CM,91,76,86,89,86,86,86
Schweinsteiger,LM,87,80,86,84,85,70,80
Šuker,ST,87,86,90,80,89,42,76
Neres,LW,80,86,73,73,85,36,65
Šuker,ST,85,86,88,78,87,40,73
Cole,LB,85,91,65,78,80,83,71
Vidić,CB,90,78,50,62,64,93,91
Vidić,CB,88,70,46,60,61,91,88
Vidić,CB,85,77,46,55,60,86,87
Cech,GK,91,89,88,80,91,55,92
Cech,GK,88,87,87,79,88,51,89
Cech,GK,86,86,85,77,86,52,87
Ryan,GK,80,81,75,82,82,53,78
Vukovic,GK,74,73,70,63,76,51,78
Puskás,CF,94,91,96,91,92,46,76
Çelik,RB,77,78,42,70,71,73,74
Bamba,LM,78,88,74,70,80,36,64
Weah,ST,68,84,68,59,69,30,59
Semedo,RB,83,92,57,69,82,77,76
Šuker,ST,90,85,91,82,91,45,77
Bailey,LM,80,94,76,73,82,33,64
Kim In Seong,LM,71,94,60,64,69,33,58
Huntelaar,ST,74,48,79,63,64,35,68
Cole,LB,89,89,67,83,83,88,80
Álvarez,CDM,76,68,53,66,68,75,79
Bale,RW,83,88,84,82,80,58,73
Ziyech,CAM,86,82,78,88,84,51,67
Clerc,LB,76,86,58,68,75,69,75
Dinenno,ST,75,66,75,56,67,27,76
González,ST,73,60,75,53,67,34,72
Bizot,GK,79,82,76,67,79,46,76
Waller,LM,75,82,72,74,77,64,62
Mozo,RB,73,78,44,60,69,68,77
Iturbe,RM,72,90,64,67,76,29,55
Iniestra,CM,68,51,53,66,65,66,69
Lucas Leiva,CDM,84,60,66,76,78,83,71
Maclaren,ST,73,80,72,60,71,37,74
Sanches,CM,78,79,72,76,81,71,81
Saúl,CM,84,68,79,79,81,78,79
Giménez,CB,84,67,45,53,56,86,83
Corona,RM,84,84,68,78,88,77,60
Ndidi,CDM,84,71,62,68,74,87,84
Arthur,CM,84,66,73,82,87,75,71
Guzmán,GK,79,78,77,72,79,51,81
Renato Augusto,CM,83,71,79,82,81,72,77
Vidal,CM,83,65,79,79,78,83,86
Džeko,ST,83,59,84,71,75,46,73
Yuri Berchiche,LB,83,83,68,76,76,80,83
Banega,CM,83,63,74,84,82,76,70
Fernando,CDM,83,66,62,74,73,82,82
Paulinho,CM,83,72,82,77,82,80,85
Funes Mori,ST,78,77,77,68,74,43,80
Hrádecký,GK,83,85,78,69,87,40,83
Muniain,LW,83,81,75,80,87,51,60
Oscar,CAM,83,78,79,83,82,58,65
Casteels,GK,83,83,80,80,84,45,83
Lacazette,ST,83,76,82,75,84,46,75
Manolas,CB,83,82,25,42,62,85,79
Aitor,GK,83,84,78,74,86,56,81
Sergi Roberto,RB,83,77,63,81,78,77,73
Allan,CM,83,73,71,77,83,85,83
Acerbi,CB,83,62,50,62,64,86,83
Portu,RW,83,90,79,81,82,59,79
Umtiti,CB,83,66,62,69,69,83,79
Višća,RM,83,88,77,79,82,47,64
Kostić,LM,83,88,76,79,83,68,80
Gayà,LB,83,84,61,78,80,79,70
Strakosha,GK,83,86,79,75,88,43,81
Zapata,ST,83,75,81,59,78,37,83
Dúbravka,GK,83,79,80,81,86,47,82
Diego Carlos,CB,83,77,47,63,68,82,83
Fekir,CAM,83,79,82,81,87,38,79
Pau López,GK,83,82,83,79,84,48,82
van de Beek,CM,83,70,80,78,79,72,80
Buffon,GK,82,77,76,74,78,34,91
Raúl Albiol,CB,82,45,41,62,64,86,75
Rakitić,CM,82,61,79,85,78,75,69
Bender,RB,82,60,64,72,73,84,77
Sergio Asenjo,GK,82,84,82,77,82,57,80
Perišić,LM,82,79,81,78,78,62,76
Willian,RW,82,82,79,80,85,49,59
Muslera,GK,82,84,76,75,83,61,82
Boateng,CB,82,70,50,72,66,82,79
Arnautović,ST,82,80,82,79,79,44,81
Kolarov,LB,82,68,74,81,77,82,77
Francisco Trincão,RW,78,79,73,71,83,37,69
Areola,GK,82,85,79,80,84,55,78
Canales,CM,82,78,80,83,83,65,68
Ramsey,CM,82,68,77,79,80,68,73
Mário Fernandes,RWB,82,82,61,74,78,79,79
Baumann,GK,82,81,80,79,82,49,79
Neto,GK,82,84,79,78,80,54,79
Perin,GK,82,82,82,71,87,57,79
Rodrigo,ST,82,91,79,76,81,44,71
Marchesín,GK,82,82,78,76,86,54,81
Bellarabi,RM,82,90,76,74,84,34,72
Morata,ST,82,80,80,71,81,31,77
Danilo Pereira,CDM,82,66,63,72,74,80,85
Maguire,CB,82,50,53,69,71,82,85
Gabriel Paulista,CB,82,68,49,71,65,84,83
Vaclík,GK,82,82,76,76,85,36,81
Thauvin,RW,82,82,80,81,82,41,68
Kepa,GK,82,81,82,85,82,34,79
Ocampos,RW,82,82,83,78,82,63,84
Pacheco,GK,82,81,79,71,84,46,83
Ginter,CB,82,61,58,70,65,85,78
Correa,RM,82,84,80,75,86,54,70
Halstenberg,LB,82,66,66,73,72,81,80
Rulli,GK,82,85,78,77,88,54,78
Djené,CB,82,72,37,62,62,84,80
Hernández,CB,82,77,54,70,71,83,79
Gosens,LM,82,83,74,78,77,77,80
Rúben Neves,CM,82,61,75,84,77,71,73
David Soria,GK,82,83,81,72,84,43,81
Fabián,CM,82,63,78,78,82,74,68
Laimer,CDM,82,85,68,78,78,80,77
Pavlenka,GK,82,84,76,68,87,36,76
Reguilón,LB,82,85,55,73,78,78,70
Iniesta,CM,81,58,70,85,85,63,59
Pepe,CB,81,66,51,60,61,82,85
Herrera,CM,81,71,75,75,76,78,83
Consigli,GK,81,81,82,72,83,42,80
Ruffier,GK,81,80,81,74,81,47,82
Hamšík,CM,81,70,77,82,81,72,72
Fabiański,GK,81,80,82,70,82,49,81
Mignolet,GK,81,80,75,76,82,51,84
Marcano,CB,81,65,46,60,60,84,76
Bender,CB,81,66,52,63,62,84,77
Javi Martínez,CDM,81,37,55,69,64,84,80
Taison,LM,81,92,78,75,86,47,67
Kruse,CAM,81,66,81,81,82,45,70
Khedira,CM,81,45,74,77,77,79,78
Kampl,CM,81,69,67,80,85,63,62
Jonathan Viera,CAM,81,81,75,81,82,63,69
Jordi Masip,GK,81,82,82,72,84,65,77
Paco Alcácer,ST,81,78,84,67,80,35,62
Ismaily,LB,81,82,64,74,81,75,75
Volland,ST,81,73,84,79,79,41,84
Doherty,RWB,81,73,64,73,75,76,79
Felipe Anderson,LM,81,89,75,78,86,55,61
Florenzi,RB,81,81,77,76,79,77,73
Savić,CB,81,61,35,54,57,84,72
Zahavi,ST,81,79,82,75,82,39,73
Arias,RB,81,81,53,70,76,77,78
Cragno,GK,81,84,78,69,88,39,76
Pickford,GK,81,81,77,87,85,49,77
Milik,ST,81,68,85,64,76,39,73
Pope,GK,82,79,81,75,84,49,83
Andrada,GK,81,77,79,82,83,45,82
Shaw,LB,81,79,53,74,78,80,78
Haller,ST,81,70,80,62,75,51,82
Rabiot,CM,81,72,74,78,80,77,79
Jonny,LWB,81,77,53,71,76,79,70
Fred,CDM,81,79,71,79,83,75,70
Vlachodimos,GK,81,84,76,67,86,43,77
Dembélé,ST,81,81,79,62,76,30,83
Lemar,LM,81,80,76,81,84,59,62
Benítez,GK,81,80,79,77,83,48,80
Fernández,CM,81,76,78,81,82,70,74
Capa,RB,81,83,65,77,79,75,88
Correa,CF,81,84,75,77,85,39,69
Tielemans,CM,81,64,78,82,79,69,71
Politano,RM,81,83,77,78,84,42,55
Maddison,CAM,81,75,76,84,82,54,58
Everton,LW,81,86,75,72,84,32,60
Torreira,CDM,81,74,67,75,79,79,74
Pavard,RB,81,69,53,73,72,81,76
Gonçalo Guedes,LM,81,87,79,76,81,36,69
Richarlison,ST,81,83,78,72,81,50,80
Aouar,CM,81,76,75,80,84,66,69
Lazzari,RM,81,89,62,77,82,54,63
Souček,CDM,81,68,69,73,74,80,83
Rúben Dias,CB,81,65,38,54,60,83,84
Suso,RW,81,76,75,82,85,33,53
Renan Lodi,LB,81,84,67,76,81,75,75
Joaquín,LM,80,69,79,83,80,44,57
Akinfeev,GK,80,77,72,78,84,51,82
Gomis,ST,80,67,82,67,76,36,74
Falcao,ST,80,64,80,69,77,43,69
Evans,CB,80,57,32,61,56,82,75
Miranda,CB,80,65,49,66,70,81,77
Raúl García,ST,80,46,83,81,78,72,83
Romero,GK,80,78,76,81,83,46,79
Raphinha,RM,81,91,75,74,82,49,71
Nacho Monreal,LB,80,67,61,72,74,80,68
Higuaín,ST,83,65,85,71,80,31,69
Cole,LB,87,85,65,82,81,86,75
Diego Costa,ST,80,73,79,65,74,48,86
David Luiz,CB,80,60,65,74,71,79,78
Vertonghen,CB,83,59,62,72,71,85,78
Giuliano,CAM,80,79,76,77,82,46,75
Luiz Gustavo,CDM,80,57,60,69,70,78,82
Nkoulou,CB,80,70,44,64,70,82,73
Stindl,CAM,80,59,82,78,79,59,72
Coquelin,CM,80,71,67,76,80,79,81
Hulk,RW,80,80,82,77,81,46,86
Dembélé,CM,80,73,68,77,87,73,79
Guaita,GK,80,81,80,77,82,51,78
de Jong,ST,80,55,78,70,69,50,76
Ljajić,CAM,80,78,75,80,84,37,61
Illarramendi,CDM,80,52,71,78,78,77,69
Matić,CDM,80,44,68,76,73,80,77
André,CDM,80,68,64,74,75,79,84
Ricardo Goulart,CF,80,81,78,77,79,41,70
Escudero,LB,80,72,63,75,72,79,71
André Almeida,RB,80,66,63,76,75,80,81
Willian José,ST,80,67,80,67,74,40,82
Mkhitaryan,RM,80,78,75,78,82,56,64
Pérez,CDM,80,68,69,77,77,77,79
Bakambu,ST,80,90,80,72,77,36,77
Krychowiak,CDM,80,68,76,72,72,76,81
Xhaka,CDM,80,52,65,80,69,70,80
Luiz Araújo,LM,76,88,67,69,81,38,51
Nacho Fernández,CB,80,78,37,66,66,80,80
Campaña,CM,80,63,73,82,80,70,72
Lecomte,GK,80,80,78,77,81,42,80
Hinteregger,CB,80,71,70,65,61,81,82
Deulofeu,LM,80,88,75,75,85,30,65
Tarkowski,CB,80,59,45,67,64,81,79
Stones,CB,80,68,36,69,72,82,77
Kadeřábek,RWB,80,74,43,74,75,74,81
Suárez,RB,80,75,69,74,75,78,79
Vrsaljko,RB,80,78,55,73,74,78,76
Iñigo Martínez,CB,80,71,56,64,62,81,80
Januzaj,RW,80,78,75,78,83,30,58
Belotti,ST,80,76,81,57,77,41,81
Zieliński,CM,80,79,72,81,83,70,60
Otávio,RM,80,76,69,78,85,55,65
Berardi,RM,80,78,80,79,82,36,68
Rubén Peña,RB,80,82,71,72,81,75,69
Bartra,CB,80,72,61,72,74,80,74
João Mário,CM,80,69,69,80,83,64,67
Rugani,CB,80,61,39,55,64,84,72
Demirbay,CM,80,65,74,80,84,64,70
Armani,GK,80,78,76,67,86,43,81
Angeliño,LB,80,73,66,80,80,75,72
Lindelöf,CB,80,72,50,72,73,81,77
Lozano,RW,80,93,75,71,81,41,64
Klostermann,CB,80,84,51,66,71,82,77
Dani Ceballos,CM,80,69,70,79,83,69,70
Lainer,RB,80,80,63,70,75,73,80
Rongier,CM,80,61,73,76,80,75,63
Diogo Jota,LW,80,83,77,71,84,53,77
Merino,CM,80,70,76,78,81,77,78
Mukiele,RB,80,83,42,69,72,80,77
Álex Remiro,GK,80,83,72,78,81,42,81
Yeray,CB,80,68,49,58,63,82,76
Thuram,LW,80,84,80,70,80,48,77
Tolisso,CM,80,72,77,78,78,76,77
Unai Simón,GK,80,81,77,68,80,47,83
Mario Hermoso,CB,80,75,49,72,71,80,79
Nkunku,CAM,80,78,74,80,84,69,65
Gómez,ST,80,68,81,68,73,32,82
Éder Militão,CB,80,78,50,66,71,81,81
Vlašić,CAM,80,83,75,76,82,48,71
Livaković,GK,80,80,78,74,82,56,79
Tsygankov,RM,80,85,73,78,80,45,57
Pepe Reina,GK,79,77,79,80,78,45,80
Weghorst,ST,81,65,82,59,70,39,85
Mascherano,CDM,79,61,53,72,69,79,72
Costil,GK,79,78,77,77,80,49,78
Foster,GK,79,80,77,73,80,49,79
Koscielny,CB,79,55,43,63,65,80,74
Valeri,CAM,79,57,77,80,81,45,66
Sokratis,CB,79,67,53,52,60,78,81
Ospina,GK,79,82,72,77,84,34,77
Gameiro,ST,79,86,79,74,76,43,67
Díaz,CDM,79,59,66,80,75,74,74
Valbuena,LM,79,72,76,80,80,34,47
Ángel,ST,79,73,82,62,78,34,67
Juan Mata,CAM,79,58,72,82,82,36,44
de Roon,CDM,81,64,68,72,73,82,80
Antunes,LB,79,72,69,77,76,76,70
Ćorluka,CB,79,54,49,65,68,80,78
Coleman,RB,79,70,65,73,76,79,70
Amrabat,RM,79,79,75,77,79,53,77
Sidnei,CB,79,69,57,63,65,77,82
Perotti,LM,79,74,71,77,85,42,54
Parolo,CDM,79,57,76,75,75,79,73
Sigurðsson,CAM,79,55,78,82,78,60,67
Feghouli,RM,79,84,71,74,82,34,68
Ulreich,GK,79,79,71,68,84,41,79
Nzonzi,CDM,79,34,55,71,68,77,86
M'Vila,CDM,79,65,62,74,74,75,77
Alex Teixeira,ST,79,93,76,73,81,40,72
Caputo,ST,79,83,79,61,77,30,66
Mee,CB,79,62,42,59,63,80,79
Smalling,CB,79,68,47,58,59,81,81
Cote,LB,79,69,54,75,75,78,68
Mario Gaspar,RB,80,75,70,71,72,79,77
Otamendi,CB,79,54,57,61,59,80,78
Orellana,RM,79,73,75,78,80,40,44
Ai Kesen,ST,79,83,80,73,79,48,78
Jaume Costa,LB,79,75,61,72,73,78,70
Gudelj,CDM,79,63,70,78,71,75,84
Wass,RB,80,75,77,80,77,77,76
Delort,ST,79,84,80,70,75,33,81
Muriel,ST,79,88,79,69,83,27,66
João Pedro,CF,79,72,78,75,78,40,66
Lucas Pérez,ST,79,77,82,75,77,32,69
Danilo,RB,79,69,70,74,74,78,74
Ibai Gómez,RW,79,75,78,80,79,59,68
Sels,GK,79,81,76,76,80,36,79
Vitolo,LM,79,77,76,76,79,41,74
Mandi,CB,79,67,46,74,71,80,75
Ghoulam,LB,79,72,64,76,77,77,71
Rafinha,CM,79,69,76,79,83,68,61
Grealish,LW,80,76,74,80,84,46,61
Veretout,CDM,79,63,74,81,79,74,73
Sané,CB,79,60,49,64,63,80,81
Coady,CB,79,47,58,75,67,79,75
Fernando,CDM,79,75,67,77,73,75,76
Schwolow,GK,79,78,76,71,81,37,78
Álvaro,CB,79,68,33,57,58,80,79
Pozuelo,CAM,79,65,73,78,83,50,64
Carrillo,RM,79,87,74,72,82,37,68
Lala,RWB,79,79,63,76,76,73,76
Orban,CB,79,49,36,52,55,81,80
Mário Rui,LB,79,82,49,72,79,73,67
Milivojević,CDM,79,54,67,76,68,77,82
Matheus,GK,79,82,75,72,83,45,77
Forsberg,CAM,79,70,71,81,81,32,61
Quintero,CAM,79,71,76,81,83,39,51
Omar Mascarell,CDM,79,63,61,72,77,75,73
Samu Castillejo,RM,79,81,73,78,81,43,52
Mbabu,RB,79,89,51,69,73,74,81
Sanson,CM,79,73,75,79,78,72,78
Emerson,LB,79,81,63,70,78,75,64
Rubén García,LM,79,78,76,79,79,38,57
Plea,ST,80,73,83,77,79,39,74
Lazaro,RM,79,82,70,76,80,69,67
Gollini,GK,79,81,75,69,81,47,79
Max,LB,79,81,67,78,75,71,72
Tah,CB,79,66,27,57,58,80,81
Ricardo Horta,LW,79,78,77,76,81,42,58
Hamdallah,ST,79,76,80,69,75,30,75
Miranchuk,CAM,79,75,70,78,80,31,62
Fabra,LB,79,87,61,71,78,72,79
Benedetto,ST,79,77,80,67,76,38,75
Casco,LB,79,88,73,75,81,71,81
Ayoze Pérez,RW,79,78,75,71,82,58,66
Izzo,CB,79,65,33,48,65,82,74
Dani García,CM,79,48,69,73,75,79,83
Morales,ST,79,86,78,75,83,58,68
Dubois,RB,79,72,61,75,75,76,73
Traoré,RB,79,82,54,72,76,73,76
Paulinho,ST,79,67,78,64,75,45,81
Roussillon,LB,80,88,65,74,80,76,76
Bakayoko,CDM,79,64,48,68,75,77,84
Santamaria,CDM,79,60,64,73,76,75,74
Zaldúa,RB,79,69,34,67,66,78,76
Héctor Bellerín,RB,80,87,51,70,77,76,65
Munir,ST,79,80,78,75,82,35,66
Petros,CDM,79,68,67,73,76,74,77
Borja Iglesias,ST,79,66,78,64,74,35,80
Mata,ST,79,69,80,61,76,31,76
William Carvalho,CDM,80,43,57,76,70,75,85
Bensebaini,LB,79,69,57,71,74,77,80
Joan Jordán,CM,79,65,75,79,77,67,75
Golovin,CM,79,80,72,79,83,67,68
Bailly,CB,79,74,42,58,63,79,79
Pablo Fornals,LM,79,68,76,78,79,70,67
Bentancur,CM,79,72,58,79,81,73,73
Marega,ST,79,89,79,62,65,41,90
Berge,CDM,79,68,49,74,74,76,85
Pellegrini,CAM,79,75,71,81,77,72,69
Ávila,ST,79,82,81,65,78,48,83
Dolberg,ST,79,73,81,69,77,29,67
André Silva,ST,79,71,79,64,79,43,75
Rashica,CF,79,88,79,74,83,46,65
Musso,GK,80,82,77,74,84,44,80
Zubeldia,CDM,79,65,67,76,72,75,80
Carlos Soler,RM,79,79,74,79,78,62,70
Odriozola,RB,79,78,52,71,76,75,65
Mendy,GK,79,80,77,75,79,35,79
Neuhaus,CM,79,67,69,76,81,64,67
McTominay,CDM,79,68,71,75,76,76,84
Wendel,CM,79,78,75,77,80,73,71
Maksimović,CDM,79,60,68,75,71,77,78
Denayer,CB,79,75,42,63,69,79,80
Atal,RB,79,91,70,72,81,72,72
Rajković,GK,79,78,77,74,81,25,79
Junior Firpo,LB,79,83,64,71,73,75,76
Júnior Moraes,ST,79,79,80,57,77,27,68
Dani Olmo,CAM,79,68,76,77,82,50,62
Calvert-Lewin,ST,79,83,76,63,75,38,80
Weigl,CDM,79,59,48,75,76,77,66
Vinícius,ST,79,75,80,57,75,41,83
Moyá,GK,78,82,72,80,78,41,79
Yılmaz,ST,78,80,81,65,69,34,77
Tévez,ST,78,68,81,74,78,45,77
Mirante,GK,78,79,78,65,77,44,79
López,ST,78,69,80,73,78,50,69
Sosa,CM,78,69,70,82,80,66,65
Andrés Fernández,GK,78,80,75,68,79,57,76
Debuchy,RB,78,67,67,73,75,77,72
Jorge Molina,ST,78,36,82,67,70,42,73
Heaton,GK,78,78,77,74,79,56,78
Bertrand,LB,78,78,53,70,76,76,70
Radu,CB,78,61,64,65,68,83,69
José Fonte,CB,78,32,38,54,60,79,76
Gervinho,LW,78,90,70,71,79,35,57
Criscito,LB,78,73,61,76,71,77,74
Guardado,CM,78,67,69,79,80,71,68
Ansaldi,LM,78,78,64,77,80,76,70
Boateng,CF,78,64,78,77,80,65,74
Caicedo,CF,78,73,76,71,75,44,80
Mbokani,ST,78,67,78,67,78,40,74
Capoue,CDM,78,51,71,73,71,77,77
Hernández,ST,78,70,77,64,76,31,61
Diop,CDM,78,41,66,68,68,78,85
Guilherme,GK,78,82,73,72,80,38,78
Víctor Díaz,RB,78,72,56,68,68,74,76
Suárez,ST,78,76,77,76,82,45,74
Acosta,LW,78,89,70,72,80,51,65
Lulić,LM,78,77,72,76,77,75,77
Dost,ST,78,47,81,57,65,51,76
Lanzini,CAM,78,76,72,78,82,32,47
Westwood,CDM,78,59,62,79,74,74,76
De Marcos,RB,78,81,62,73,75,71,78
Antonio,ST,78,85,75,73,77,56,84
Maicon,CB,78,53,55,66,55,79,84
Wood,ST,78,66,78,59,69,40,81
Kokorin,ST,78,81,77,72,81,43,69
Mustafi,CB,78,58,57,63,62,77,77
Stevens,LWB,78,75,45,66,74,74,74
Herrerín,GK,78,80,78,83,74,44,77
Rodríguez,LB,78,71,67,76,74,77,74
El Arabi,ST,78,71,81,67,77,37,70
Belhanda,CAM,78,73,73,78,82,57,71
Hugo Mallo,RB,78,67,39,69,70,75,74
Laguardia,CB,78,52,46,55,52,80,78
Wilson,ST,78,82,77,65,76,39,74
Lodeiro,CAM,78,71,72,80,81,49,71
Sérgio Oliveira,CM,78,58,77,82,75,66,68
Guilavogui,CDM,78,69,59,66,65,81,78
Herrmann,RW,78,73,75,75,78,33,61
Redmond,LM,78,84,72,72,81,30,52
Vida,CB,78,73,40,58,60,81,79
Pallois,CB,78,44,53,60,58,79,84
Dunk,CB,78,51,49,62,64,79,78
Vanaken,CAM,78,46,78,80,76,60,74
Cristian Tello,LM,78,89,71,74,79,48,61
Moses,RM,78,76,69,74,80,73,70
Chadli,LW,78,76,76,76,79,56,77
Sidibé,RB,78,76,62,75,75,74,78
Pablo,CB,78,52,52,53,62,79,79
Demme,CDM,78,57,39,74,75,74,77
Freuler,CM,78,67,69,75,76,72,68
Martínez,GK,78,78,80,78,77,58,77
Spinazzola,LM,78,78,64,74,78,75,72
Karius,GK,78,82,72,78,81,55,76
Kramer,CDM,78,50,49,69,72,77,76
Bořil,LB,78,78,57,70,73,75,82
Niang,ST,78,81,79,68,79,31,72
Batshuayi,ST,78,75,79,58,78,33,72
Inui,LM,78,80,71,75,83,46,53
Egan,CB,78,64,46,54,62,79,77
Éder,ST,79,87,78,75,80,29,67
Denis Suárez,LW,78,75,72,78,81,61,56
Pezzella,CB,78,54,49,47,57,80,74
Novák,LB,78,78,66,70,74,75,75
Bernard,LM,78,84,68,73,84,39,44
Savanier,CM,78,68,70,81,79,67,69
Leo Baptistao,ST,78,78,75,72,79,33,69
Feddal,CB,78,56,50,64,60,79,76
Manu Trigueros,CM,78,59,72,77,76,70,66
De Sciglio,RB,78,74,46,69,75,77,70
Trossard,LM,78,82,77,76,81,30,62
Vietto,LW,78,77,75,75,82,45,63
Stuani,ST,79,67,81,70,73,48,82
Olsen,GK,78,78,77,76,78,35,78
Keane,CB,78,58,49,62,65,79,79
Poulsen,ST,78,81,71,67,74,56,81
Saïss,CB,78,62,56,70,70,78,76
Doucouré,CDM,78,68,74,71,74,76,82
Sakai,RB,78,76,54,68,67,76,79
Tătărușanu,GK,78,79,76,75,80,45,77
Mollet,CAM,78,74,75,79,80,50,60
Günter,LB,78,84,54,69,70,73,82
Machís,LM,78,86,77,74,80,38,67
Córdoba,ST,78,78,78,61,74,44,87
De Tomás,ST,78,73,80,62,77,35,68
Steffen,RM,78,79,75,74,80,48,65
Roque Mesa,CM,78,67,65,75,78,72,76
Hysaj,RB,78,76,51,67,73,77,72
Grifo,LM,78,70,74,77,80,41,62
Niederlechner,ST,78,78,78,64,74,35,79
Gagliardini,CDM,78,57,63,71,73,77,72
Ricardo Esgaio,RWB,78,73,67,75,79,70,68
José Sá,GK,78,79,76,64,80,44,76
O'Connell,CB,78,62,37,64,63,79,82
Dendoncker,CB,78,67,72,77,71,79,83
Rony Lopes,LW,78,77,74,74,81,30,56
Zobnin,CDM,78,76,62,76,77,76,72
Uribe,CM,78,74,74,74,76,75,79
Bourigeaud,CM,78,71,74,79,78,66,74
Izquierdoz,CB,78,50,51,54,54,79,82
Marcone,CDM,78,51,57,72,74,74,81
Marcelo Goiano,RB,78,74,50,65,76,75,73
Zappacosta,RB,78,75,66,72,74,76,71
Sequeira,LWB,78,70,59,68,72,74,75
Cristante,CDM,78,55,72,75,75,75,75
Amavi,LB,78,76,65,71,76,76,75
Gigot,CB,78,67,38,63,60,78,79
Hateboer,RM,78,83,64,72,77,76,76
Borré,ST,78,83,78,72,78,47,79
Mina,CB,78,51,54,59,60,79,80
Stepanenko,CDM,79,67,61,71,69,79,79
Gabriel,CM,79,63,74,77,79,77,83
Wu Lei,ST,78,85,73,70,78,36,67
Locatelli,CDM,78,57,64,75,74,77,69
Dabbur,ST,79,70,78,66,79,32,69
Elvedi,CB,78,73,34,64,68,80,76
Jony,LM,78,83,69,77,77,52,66
Cervi,LM,78,92,65,70,84,58,56
Piątek,ST,78,73,79,53,75,38,71
Aguilar,RB,78,80,53,70,76,74,72
Bernardoni,GK,78,78,74,73,84,29,77
Nacho,LB,78,81,55,66,70,75,69
Toko-Ekambi,ST,78,81,79,67,78,27,69
Meret,GK,78,79,74,70,82,44,77
André Gomes,CM,79,60,69,78,77,70,76
Tierney,LB,78,86,59,72,75,72,80
Verbič,LM,78,83,72,72,80,43,73
Ćaleta-Car,CB,78,62,40,60,63,78,81
Palhinha,CDM,78,40,51,66,68,77,83
Grillitsch,CM,78,58,60,78,78,72,66
Rubén Alcaraz,CM,78,62,73,79,72,78,81
Lees-Melou,CM,78,68,74,78,77,68,74
Sacko,RB,78,94,45,61,74,71,75
Montiel,RB,78,86,52,68,72,72,81
Gabriel,CB,78,55,36,59,56,79,78
Lafont,GK,78,79,76,70,82,47,75
Abraham,ST,78,74,78,59,72,31,70
Schick,ST,78,70,76,71,81,37,67
Domingos Duarte,CB,78,55,35,55,54,79,78
Lobotka,CM,78,62,63,76,78,70,65
En-Nesyri,ST,78,76,77,54,76,34,76
Melendo,RM,78,78,69,76,80,56,61
Ünder,RM,78,82,75,74,81,37,50
Chiesa,CF,78,85,74,71,82,44,62
Rojas,LM,78,79,78,76,80,63,70
